uniprot_id,gene,protein,description
Q13564,NAE1,ULA1_HUMAN,NEDD8-activating enzyme E1 regulatory subunit
Q13586,STIM1,STIM1_HUMAN,Stromal interaction molecule 1
Q13596,SNX1,SNX1_HUMAN,Sorting nexin-1
Q13616,CUL1,CUL1_HUMAN,Cullin-1
Q13617,CUL2,CUL2_HUMAN,Cullin-2
Q13618,CUL3,CUL3_HUMAN,Cullin-3
Q13619,CUL4A,CUL4A_HUMAN,Cullin-4A
Q13620,CUL4B,CUL4B_HUMAN,Cullin-4B
Q13642,FHL1,FHL1_HUMAN,Four and a half LIM domains protein 1
Q13643,FHL3,FHL3_HUMAN,Four and a half LIM domains protein 3
Q13683,ITGA7,ITA7_HUMAN,Integrin alpha-7
Q13685,AAMP,AAMP_HUMAN,Angio-associated migratory cell protein
Q13698,CACNA1S,CAC1S_HUMAN,Voltage-dependent L-type calcium channel subunit alpha-1S
Q13724,MOGS,MOGS_HUMAN,Mannosyl-oligosaccharide glucosidase
Q13751,LAMB3,LAMB3_HUMAN,Laminin subunit beta-3
Q13813,SPTAN1,SPTN1_HUMAN,"Spectrin alpha chain, non-erythrocytic 1"
Q13825,AUH,AUHM_HUMAN,"Methylglutaconyl-CoA hydratase, mitochondrial"
Q13838,DDX39B,DX39B_HUMAN,Spliceosome RNA helicase DDX39B
Q13867,BLMH,BLMH_HUMAN,Bleomycin hydrolase
Q13884,SNTB1,SNTB1_HUMAN,Beta-1-syntrophin
Q13885,TUBB2A,TBB2A_HUMAN,Tubulin beta-2A chain
Q13907,IDI1,IDI1_HUMAN,Isopentenyl-diphosphate Delta-isomerase 1
Q13951,CBFB,PEBB_HUMAN,Core-binding factor subunit beta
Q13976,PRKG1,KGP1_HUMAN,cGMP-dependent protein kinase 1
Q14011,CIRBP,CIRBP_HUMAN,Cold-inducible RNA-binding protein
Q14019,COTL1,COTL1_HUMAN,Coactosin-like protein
Q14061,COX17,COX17_HUMAN,Cytochrome c oxidase copper chaperone
Q14103,HNRNPD,HNRPD_HUMAN,Heterogeneous nuclear ribonucleoprotein D0
Q14108,SCARB2,SCRB2_HUMAN,Lysosome membrane protein 2
Q14112,NID2,NID2_HUMAN,Nidogen-2
Q14116,IL18,IL18_HUMAN,Interleukin-18
Q14118,DAG1,DAG1_HUMAN,Dystroglycan
Q14139,UBE4A,UBE4A_HUMAN,Ubiquitin conjugation factor E4 A
Q14152,EIF3A,EIF3A_HUMAN,Eukaryotic translation initiation factor 3 subunit A
Q14157,UBAP2L,UBP2L_HUMAN,Ubiquitin-associated protein 2-like
Q14165,MLEC,MLEC_HUMAN,Malectin
Q14166,TTLL12,TTL12_HUMAN,Tubulin--tyrosine ligase-like protein 12
Q14195,DPYSL3,DPYL3_HUMAN,Dihydropyrimidinase-related protein 3
Q14203,DCTN1,DCTN1_HUMAN,Dynactin subunit 1
Q14204,DYNC1H1,DYHC1_HUMAN,Cytoplasmic dynein 1 heavy chain 1
Q14232,EIF2B1,EI2BA_HUMAN,Translation initiation factor eIF-2B subunit alpha
Q14240,EIF4A2,IF4A2_HUMAN,Eukaryotic initiation factor 4A-II
Q14247,CTTN,SRC8_HUMAN,Src substrate cortactin
Q14249,ENDOG,NUCG_HUMAN,"Endonuclease G, mitochondrial"
Q14254,FLOT2,FLOT2_HUMAN,Flotillin-2
Q14257,RCN2,RCN2_HUMAN,Reticulocalbin-2
Q14258,TRIM25,TRI25_HUMAN,E3 ubiquitin/ISG15 ligase TRIM25
Q14315,FLNC,FLNC_HUMAN,Filamin-C
Q14318,FKBP8,FKBP8_HUMAN,Peptidyl-prolyl cis-trans isomerase FKBP8
Q14324,MYBPC2,MYPC2_HUMAN,"Myosin-binding protein C, fast-type"
Q14344,GNA13,GNA13_HUMAN,Guanine nucleotide-binding protein subunit alpha-13
Q14353,GAMT,GAMT_HUMAN,Guanidinoacetate N-methyltransferase
Q14444,CAPRIN1,CAPR1_HUMAN,Caprin-1
Q14558,PRPSAP1,KPRA_HUMAN,Phosphoribosyl pyrophosphate synthase-associated protein 1
Q14677,CLINT1,EPN4_HUMAN,Clathrin interactor 1
Q14693,LPIN1,LPIN1_HUMAN,Phosphatidate phosphatase LPIN1
Q14696,MESD,MESD_HUMAN,LRP chaperone MESD
Q14697,GANAB,GANAB_HUMAN,Neutral alpha-glucosidase AB
Q14714,SSPN,SSPN_HUMAN,Sarcospan
Q14738,PPP2R5D,2A5D_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit delta isoform
Q14764,MVP,MVP_HUMAN,Major vault protein
Q14847,LASP1,LASP1_HUMAN,LIM and SH3 domain protein 1
Q14914,PTGR1,PTGR1_HUMAN,Prostaglandin reductase 1
Q14956,GPNMB,GPNMB_HUMAN,Transmembrane glycoprotein NMB
Q14974,KPNB1,IMB1_HUMAN,Importin subunit beta-1
Q14BN4,SLMAP,SLMAP_HUMAN,Sarcolemmal membrane-associated protein
Q14C86,GAPVD1,GAPD1_HUMAN,GTPase-activating protein and VPS9 domain-containing protein 1
Q14CX7,NAA25,NAA25_HUMAN,"N-alpha-acetyltransferase 25, NatB auxiliary subunit"
Q15006,EMC2,EMC2_HUMAN,ER membrane protein complex subunit 2
Q15008,PSMD6,PSMD6_HUMAN,26S proteasome non-ATPase regulatory subunit 6
Q15018,ABRAXAS2,ABRX2_HUMAN,BRISC complex subunit Abraxas 2
Q15019,SEPTIN2,SEPT2_HUMAN,Septin-2
Q15031,LARS2,SYLM_HUMAN,"Probable leucine--tRNA ligase, mitochondrial"
Q15036,SNX17,SNX17_HUMAN,Sorting nexin-17
Q15046,KARS1,SYK_HUMAN,Lysine--tRNA ligase
Q15056,EIF4H,IF4H_HUMAN,Eukaryotic translation initiation factor 4H
Q15075,EEA1,EEA1_HUMAN,Early endosome antigen 1
Q15084,PDIA6,PDIA6_HUMAN,Protein disulfide-isomerase A6
Q15102,PAFAH1B3,PA1B3_HUMAN,Platelet-activating factor acetylhydrolase IB subunit gamma
Q15111,PLCL1,PLCL1_HUMAN,Inactive phospholipase C-like protein 1
Q15113,PCOLCE,PCOC1_HUMAN,Procollagen C-endopeptidase enhancer 1
Q15119,PDK2,PDK2_HUMAN,"[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 2, mitochondrial"
Q15121,PEA15,PEA15_HUMAN,Astrocytic phosphoprotein PEA-15
Q15124,PGM5,PGM5_HUMAN,Phosphoglucomutase-like protein 5
Q15126,PMVK,PMVK_HUMAN,Phosphomevalonate kinase
Q15149,PLEC,PLEC_HUMAN,Plectin
Q15172,PPP2R5A,2A5A_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform
Q15181,PPA1,IPYR_HUMAN,Inorganic pyrophosphatase
Q15185,PTGES3,TEBP_HUMAN,Prostaglandin E synthase 3
Q15208,STK38,STK38_HUMAN,Serine/threonine-protein kinase 38
Q15233,NONO,NONO_HUMAN,Non-POU domain-containing octamer-binding protein
Q15257,PTPA,PTPA_HUMAN,Serine/threonine-protein phosphatase 2A activator
Q15276,RABEP1,RABE1_HUMAN,Rab GTPase-binding effector protein 1
Q15293,RCN1,RCN1_HUMAN,Reticulocalbin-1
Q15363,TMED2,TMED2_HUMAN,Transmembrane emp24 domain-containing protein 2
Q15365,PCBP1,PCBP1_HUMAN,Poly(rC)-binding protein 1
Q15366,PCBP2,PCBP2_HUMAN,Poly(rC)-binding protein 2
Q15369,ELOC,ELOC_HUMAN,Elongin-C
Q15370,ELOB,ELOB_HUMAN,Elongin-B
Q15382,RHEB,RHEB_HUMAN,GTP-binding protein Rheb
Q15386,UBE3C,UBE3C_HUMAN,Ubiquitin-protein ligase E3C
Q15392,DHCR24,DHC24_HUMAN,Delta(24)-sterol reductase
Q15404,RSU1,RSU1_HUMAN,Ras suppressor protein 1
Q15417,CNN3,CNN3_HUMAN,Calponin-3
Q15435,PPP1R7,PP1R7_HUMAN,Protein phosphatase 1 regulatory subunit 7
Q15436,SEC23A,SC23A_HUMAN,Protein transport protein Sec23A
Q15438,CYTH1,CYH1_HUMAN,Cytohesin-1
Q15493,RGN,RGN_HUMAN,Regucalcin
Q15526,SURF1,SURF1_HUMAN,Surfeit locus protein 1
Q15555,MAPRE2,MARE2_HUMAN,Microtubule-associated protein RP/EB family member 2
Q15582,TGFBI,BGH3_HUMAN,Transforming growth factor-beta-induced protein ig-h3
Q15599,SLC9A3R2,NHRF2_HUMAN,Na(+)/H(+) exchange regulatory cofactor NHE-RF2
Q15631,TSN,TSN_HUMAN,Translin
Q15637,SF1,SF01_HUMAN,Splicing factor 1
Q15642,TRIP10,CIP4_HUMAN,Cdc42-interacting protein 4
Q15691,MAPRE1,MARE1_HUMAN,Microtubule-associated protein RP/EB family member 1
Q15714,TSC22D1,T22D1_HUMAN,TSC22 domain family protein 1
Q15717,ELAVL1,ELAV1_HUMAN,ELAV-like protein 1
Q15746,MYLK,MYLK_HUMAN,"Myosin light chain kinase, smooth muscle"
Q15772,SPEG,SPEG_HUMAN,Striated muscle preferentially expressed protein kinase
Q15813,TBCE,TBCE_HUMAN,Tubulin-specific chaperone E
Q15819,UBE2V2,UB2V2_HUMAN,Ubiquitin-conjugating enzyme E2 variant 2
Q15836,VAMP3,VAMP3_HUMAN,Vesicle-associated membrane protein 3
Q15843,NEDD8,NEDD8_HUMAN,NEDD8
Q15847,ADIRF,ADIRF_HUMAN,Adipogenesis regulatory factor
Q15848,ADIPOQ,ADIPO_HUMAN,Adiponectin
Q15907,RAB11B,RB11B_HUMAN,Ras-related protein Rab-11B
Q15942,ZYX,ZYX_HUMAN,Zyxin
Q16082,HSPB2,HSPB2_HUMAN,Heat shock protein beta-2
Q16134,ETFDH,ETFD_HUMAN,"Electron transfer flavoprotein-ubiquinone oxidoreductase, mitochondrial"
Q16181,SEPTIN7,SEPT7_HUMAN,Septin-7
Q16222,UAP1,UAP1_HUMAN,UDP-N-acetylhexosamine pyrophosphorylase
Q16363,LAMA4,LAMA4_HUMAN,Laminin subunit alpha-4
Q16401,PSMD5,PSMD5_HUMAN,26S proteasome non-ATPase regulatory subunit 5
Q16527,CSRP2,CSRP2_HUMAN,Cysteine and glycine-rich protein 2
Q16531,DDB1,DDB1_HUMAN,DNA damage-binding protein 1
Q16537,PPP2R5E,2A5E_HUMAN,Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit epsilon isoform
Q16539,MAPK14,MK14_HUMAN,Mitogen-activated protein kinase 14
Q16543,CDC37,CDC37_HUMAN,Hsp90 co-chaperone Cdc37
Q16555,DPYSL2,DPYL2_HUMAN,Dihydropyrimidinase-related protein 2
Q16563,SYPL1,SYPL1_HUMAN,Synaptophysin-like protein 1
Q16576,RBBP7,RBBP7_HUMAN,Histone-binding protein RBBP7
Q16585,SGCB,SGCB_HUMAN,Beta-sarcoglycan
Q16586,SGCA,SGCA_HUMAN,Alpha-sarcoglycan
Q16595,FXN,FRDA_HUMAN,"Frataxin, mitochondrial"
Q16610,ECM1,ECM1_HUMAN,Extracellular matrix protein 1
Q16629,SRSF7,SRSF7_HUMAN,Serine/arginine-rich splicing factor 7
Q16643,DBN1,DREB_HUMAN,Drebrin
Q16644,MAPKAPK3,MAPK3_HUMAN,MAP kinase-activated protein kinase 3
Q16647,PTGIS,PTGIS_HUMAN,Prostacyclin synthase
Q16658,FSCN1,FSCN1_HUMAN,Fascin
Q16666,IFI16,IF16_HUMAN,Gamma-interferon-inducible protein 16
Q16698,DECR1,DECR_HUMAN,"2,4-dienoyl-CoA reductase, mitochondrial"
Q16718,NDUFA5,NDUA5_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5
Q16740,CLPP,CLPP_HUMAN,"ATP-dependent Clp protease proteolytic subunit, mitochondrial"
Q16762,TST,THTR_HUMAN,Thiosulfate sulfurtransferase
Q16773,KYAT1,KAT1_HUMAN,Kynurenine--oxoglutarate transaminase 1
Q16774,GUK1,KGUA_HUMAN,Guanylate kinase
Q16775,HAGH,GLO2_HUMAN,"Hydroxyacylglutathione hydrolase, mitochondrial"
Q16795,NDUFA9,NDUA9_HUMAN,"NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 9, mitochondrial"
Q16816,PHKG1,PHKG1_HUMAN,"Phosphorylase b kinase gamma catalytic chain, skeletal muscle/heart isoform"
Q16821,PPP1R3A,PPR3A_HUMAN,Protein phosphatase 1 regulatory subunit 3A
Q16836,HADH,HCDH_HUMAN,"Hydroxyacyl-coenzyme A dehydrogenase, mitochondrial"
Q16851,UGP2,UGPA_HUMAN,UTP--glucose-1-phosphate uridylyltransferase
Q16853,AOC3,AOC3_HUMAN,Membrane primary amine oxidase
Q16881,TXNRD1,TRXR1_HUMAN,"Thioredoxin reductase 1, cytoplasmic"
Q16890,TPD52L1,TPD53_HUMAN,Tumor protein D53
Q16891,IMMT,MIC60_HUMAN,MICOS complex subunit MIC60
Q17R31,TATDN3,TATD3_HUMAN,Putative deoxyribonuclease TATDN3
Q2TAA2,IAH1,IAH1_HUMAN,Isoamyl acetate-hydrolyzing esterase 1 homolog
Q2TBA0,KLHL40,KLH40_HUMAN,Kelch-like protein 40
Q30154,HLA-DRB5,DRB5_HUMAN,"HLA class II histocompatibility antigen, DR beta 5 chain"
Q32MK0,MYLK3,MYLK3_HUMAN,Myosin light chain kinase 3
Q3LXA3,TKFC,TKFC_HUMAN,Triokinase/FMN cyclase
Q3SXM5,HSDL1,HSDL1_HUMAN,Inactive hydroxysteroid dehydrogenase-like protein 1
Q3ZCQ8,TIMM50,TIM50_HUMAN,Mitochondrial import inner membrane translocase subunit TIM50
Q3ZCW2,LGALSL,LEGL_HUMAN,Galectin-related protein
Q49AH0,CDNF,CDNF_HUMAN,Cerebral dopamine neurotrophic factor
Q49B96,COX19,COX19_HUMAN,Cytochrome c oxidase assembly protein COX19
Q4G0N4,NADK2,NAKD2_HUMAN,"NAD kinase 2, mitochondrial"
Q4G0W2,DUSP28,DUS28_HUMAN,Dual specificity phosphatase 28
Q52LJ0,FAM98B,FA98B_HUMAN,Protein FAM98B
Q53EU6,GPAT3,GPAT3_HUMAN,Glycerol-3-phosphate acyltransferase 3
Q53FT3,HIKESHI,HIKES_HUMAN,Protein Hikeshi
Q53GG5,PDLIM3,PDLI3_HUMAN,PDZ and LIM domain protein 3
Q53GQ0,HSD17B12,DHB12_HUMAN,Very-long-chain 3-oxoacyl-CoA reductase
Q53H12,AGK,AGK_HUMAN,"Acylglycerol kinase, mitochondrial"
Q53H82,LACTB2,LACB2_HUMAN,Endoribonuclease LACTB2
Q53HC9,EIPR1,EIPR1_HUMAN,EARP and GARP complex-interacting protein 1
Q53TN4,CYBRD1,CYBR1_HUMAN,Cytochrome b reductase 1
Q567U6,CCDC93,CCD93_HUMAN,Coiled-coil domain-containing protein 93
Q58WW2,DCAF6,DCAF6_HUMAN,DDB1- and CUL4-associated factor 6
Q5BKX8,CAVIN4,CAVN4_HUMAN,Caveolae-associated protein 4
Q5HYK3,COQ5,COQ5_HUMAN,"2-methoxy-6-polyprenyl-1,4-benzoquinol methylase, mitochondrial"
Q5JPE7,NOMO2,NOMO2_HUMAN,Nodal modulator 2
Q5JRX3,PITRM1,PREP_HUMAN,"Presequence protease, mitochondrial"
Q5JSH3,WDR44,WDR44_HUMAN,WD repeat-containing protein 44
Q5JTJ3,COA6,COA6_HUMAN,Cytochrome c oxidase assembly factor 6 homolog
Q5JVF3,PCID2,PCID2_HUMAN,PCI domain-containing protein 2
Q5JWF2,GNAS,GNAS1_HUMAN,Guanine nucleotide-binding protein G(s) subunit alpha isoforms XLas
Q5KU26,COLEC12,COL12_HUMAN,Collectin-12
Q5QJ74,TBCEL,TBCEL_HUMAN,Tubulin-specific chaperone cofactor E-like protein
Q5R3I4,TTC38,TTC38_HUMAN,Tetratricopeptide repeat protein 38
Q5RI15,COX20,COX20_HUMAN,"Cytochrome c oxidase assembly protein COX20, mitochondrial"
Q5SQH8,C6orf136,CF136_HUMAN,Uncharacterized protein C6orf136
Q5SRE7,PHYHD1,PHYD1_HUMAN,Phytanoyl-CoA dioxygenase domain-containing protein 1
Q5SSJ5,HP1BP3,HP1B3_HUMAN,Heterochromatin protein 1-binding protein 3
Q5T013,HYI,HYI_HUMAN,Putative hydroxypyruvate isomerase
Q5T440,IBA57,CAF17_HUMAN,"Putative transferase CAF17, mitochondrial"
Q5T4S7,UBR4,UBR4_HUMAN,E3 ubiquitin-protein ligase UBR4
Q5T6V5,C9orf64,QSPP_HUMAN,Queuosine salvage protein
Q5TA50,CPTP,CPTP_HUMAN,Ceramide-1-phosphate transfer protein
Q5TAQ9,DCAF8,DCAF8_HUMAN,DDB1- and CUL4-associated factor 8
Q5TC12,ATPAF1,ATPF1_HUMAN,ATP synthase mitochondrial F1 complex assembly factor 1
Q5TDH0,DDI2,DDI2_HUMAN,Protein DDI1 homolog 2
Q5TEU4,NDUFAF5,NDUF5_HUMAN,"Arginine-hydroxylase NDUFAF5, mitochondrial"
Q5TFE4,NT5DC1,NT5D1_HUMAN,5'-nucleotidase domain-containing protein 1
Q5U5X0,LYRM7,LYRM7_HUMAN,Complex III assembly factor LYRM7
Q5VST9,OBSCN,OBSCN_HUMAN,Obscurin
Q5VTT5,MYOM3,MYOM3_HUMAN,Myomesin-3
Q5VVW2,GARNL3,GARL3_HUMAN,GTPase-activating Rap/Ran-GAP domain-like protein 3
Q5VW32,BROX,BROX_HUMAN,BRO1 domain-containing protein BROX
Q5VWP3,MLIP,MLIP_HUMAN,Muscular LMNA-interacting protein
Q5VWZ2,LYPLAL1,LYPL1_HUMAN,Lysophospholipase-like protein 1
Q5VXT5,SYPL2,SYPL2_HUMAN,Synaptophysin-like protein 2
Q5VYK3,ECPAS,ECM29_HUMAN,Proteasome adapter and scaffold protein ECM29
Q5XKP0,MICOS13,MIC13_HUMAN,MICOS complex subunit MIC13
Q5XPI4,RNF123,RN123_HUMAN,E3 ubiquitin-protein ligase RNF123
Q5ZPR3,CD276,CD276_HUMAN,CD276 antigen
Q66K74,MAP1S,MAP1S_HUMAN,Microtubule-associated protein 1S
Q687X5,STEAP4,STEA4_HUMAN,Metalloreductase STEAP4
Q68EM7,ARHGAP17,RHG17_HUMAN,Rho GTPase-activating protein 17
Q6DD88,ATL3,ATLA3_HUMAN,Atlastin-3
Q6DKJ4,NXN,NXN_HUMAN,Nucleoredoxin
Q6GMV2,SMYD5,SMYD5_HUMAN,SET and MYND domain-containing protein 5
Q6GMV3,PTRHD1,PTRD1_HUMAN,Putative peptidyl-tRNA hydrolase PTRHD1
Q6H8Q1,ABLIM2,ABLM2_HUMAN,Actin-binding LIM protein 2
Q6IAA8,LAMTOR1,LTOR1_HUMAN,Ragulator complex protein LAMTOR1
Q6IAN0,DHRS7B,DRS7B_HUMAN,Dehydrogenase/reductase SDR family member 7B
Q6IBS0,TWF2,TWF2_HUMAN,Twinfilin-2
Q6ICL3,TANGO2,TNG2_HUMAN,Transport and Golgi organization protein 2 homolog
Q6IPR1,ETFRF1,ETFR1_HUMAN,Electron transfer flavoprotein regulatory factor 1
Q6IQ22,RAB12,RAB12_HUMAN,Ras-related protein Rab-12
Q6JBY9,RCSD1,CPZIP_HUMAN,CapZ-interacting protein
Q6NUK1,SLC25A24,SCMC1_HUMAN,Calcium-binding mitochondrial carrier protein SCaMC-1
Q6NUM9,RETSAT,RETST_HUMAN,"All-trans-retinol 13,14-reductase"
Q6NVY1,HIBCH,HIBCH_HUMAN,"3-hydroxyisobutyryl-CoA hydrolase, mitochondrial"
Q6NW29,RWDD4,RWDD4_HUMAN,RWD domain-containing protein 4
Q6NZI2,CAVIN1,CAVN1_HUMAN,Caveolae-associated protein 1
Q6P1A2,LPCAT3,MBOA5_HUMAN,Lysophospholipid acyltransferase 5
Q6P1L8,MRPL14,RM14_HUMAN,"39S ribosomal protein L14, mitochondrial"
Q6P1N9,TATDN1,TATD1_HUMAN,Putative deoxyribonuclease TATDN1
Q6P1X6,C8orf82,CH082_HUMAN,UPF0598 protein C8orf82
Q6P4A7,SFXN4,SFXN4_HUMAN,Sideroflexin-4
Q6P587,FAHD1,FAHD1_HUMAN,"Acylpyruvase FAHD1, mitochondrial"
Q6PCB7,SLC27A1,S27A1_HUMAN,Long-chain fatty acid transport protein 1
Q6PCE3,PGM2L1,PGM2L_HUMAN,"Glucose 1,6-bisphosphate synthase"
Q6PI48,DARS2,SYDM_HUMAN,"Aspartate--tRNA ligase, mitochondrial"
Q6PI78,TMEM65,TMM65_HUMAN,Transmembrane protein 65
Q6PJW8,CNST,CNST_HUMAN,Consortin
Q6UVK1,CSPG4,CSPG4_HUMAN,Chondroitin sulfate proteoglycan 4
Q6UW68,TMEM205,TM205_HUMAN,Transmembrane protein 205
Q6UW78,UQCC3,UQCC3_HUMAN,Ubiquinol-cytochrome-c reductase complex assembly factor 3
Q6UWP2,DHRS11,DHR11_HUMAN,Dehydrogenase/reductase SDR family member 11
Q6UXV4,APOOL,MIC27_HUMAN,MICOS complex subunit MIC27
Q6XQN6,NAPRT,PNCB_HUMAN,Nicotinate phosphoribosyltransferase
Q6YN16,HSDL2,HSDL2_HUMAN,Hydroxysteroid dehydrogenase-like protein 2
Q6YP21,KYAT3,KAT3_HUMAN,Kynurenine--oxoglutarate transaminase 3
Q6ZMU5,TRIM72,TRI72_HUMAN,Tripartite motif-containing protein 72
Q6ZVM7,TOM1L2,TM1L2_HUMAN,TOM1-like protein 2
Q702N8,XIRP1,XIRP1_HUMAN,Xin actin-binding repeat-containing protein 1
Q709C8,VPS13C,VP13C_HUMAN,Vacuolar protein sorting-associated protein 13C
Q70IA6,MOB2,MOB2_HUMAN,MOB kinase activator 2
Q712K3,UBE2R2,UB2R2_HUMAN,Ubiquitin-conjugating enzyme E2 R2
Q7KZF4,SND1,SND1_HUMAN,Staphylococcal nuclease domain-containing protein 1
Q7L0Y3,TRMT10C,TM10C_HUMAN,tRNA methyltransferase 10 homolog C
Q7L1Q6,BZW1,BZW1_HUMAN,Basic leucine zipper and W2 domain-containing protein 1
Q7L2H7,EIF3M,EIF3M_HUMAN,Eukaryotic translation initiation factor 3 subunit M
Q7L576,CYFIP1,CYFP1_HUMAN,Cytoplasmic FMR1-interacting protein 1
Q7L5D6,GET4,GET4_HUMAN,Golgi to ER traffic protein 4 homolog
Q7L5N1,COPS6,CSN6_HUMAN,COP9 signalosome complex subunit 6
Q7LBR1,CHMP1B,CHM1B_HUMAN,Charged multivesicular body protein 1b
Q7Z2W9,MRPL21,RM21_HUMAN,"39S ribosomal protein L21, mitochondrial"
Q7Z3D6,DGLUCY,GLUCM_HUMAN,"D-glutamate cyclase, mitochondrial"
Q7Z406,MYH14,MYH14_HUMAN,Myosin-14
Q7Z422,SZRD1,SZRD1_HUMAN,SUZ domain-containing protein 1
Q7Z434,MAVS,MAVS_HUMAN,Mitochondrial antiviral-signaling protein
Q7Z460,CLASP1,CLAP1_HUMAN,CLIP-associating protein 1
Q7Z4G1,COMMD6,COMD6_HUMAN,COMM domain-containing protein 6
Q7Z4H3,HDDC2,HDDC2_HUMAN,HD domain-containing protein 2
Q7Z4V5,HDGFL2,HDGR2_HUMAN,Hepatoma-derived growth factor-related protein 2
Q7Z4W1,DCXR,DCXR_HUMAN,L-xylulose reductase
Q7Z6Z7,HUWE1,HUWE1_HUMAN,E3 ubiquitin-protein ligase HUWE1
Q7Z7F7,MRPL55,RM55_HUMAN,"39S ribosomal protein L55, mitochondrial"
Q86SX6,GLRX5,GLRX5_HUMAN,"Glutaredoxin-related protein 5, mitochondrial"
Q86TC9,MYPN,MYPN_HUMAN,Myopalladin
Q86TD4,SRL,SRCA_HUMAN,Sarcalumenin
Q86TI2,DPP9,DPP9_HUMAN,Dipeptidyl peptidase 9
Q86TP1,PRUNE1,PRUN1_HUMAN,Exopolyphosphatase PRUNE1
Q86TU7,SETD3,SETD3_HUMAN,Actin-histidine N-methyltransferase
Q86TX2,ACOT1,ACOT1_HUMAN,Acyl-coenzyme A thioesterase 1
Q86U28,ISCA2,ISCA2_HUMAN,"Iron-sulfur cluster assembly 2 homolog, mitochondrial"
Q86U42,PABPN1,PABP2_HUMAN,Polyadenylate-binding protein 2
Q86UE4,MTDH,LYRIC_HUMAN,Protein LYRIC
Q86UP2,KTN1,KTN1_HUMAN,Kinectin
Q86UT6,NLRX1,NLRX1_HUMAN,NLR family member X1
Q86UX7,FERMT3,URP2_HUMAN,Fermitin family homolog 3
Q86V81,ALYREF,THOC4_HUMAN,THO complex subunit 4
Q86V88,MDP1,MGDP1_HUMAN,Magnesium-dependent phosphatase 1
Q86VB7,CD163,C163A_HUMAN,Scavenger receptor cysteine-rich type 1 protein M130
Q86VD7,SLC25A42,S2542_HUMAN,Mitochondrial coenzyme A transporter SLC25A42
Q86VF7,NRAP,NRAP_HUMAN,Nebulin-related-anchoring protein
Q86VN1,VPS36,VPS36_HUMAN,Vacuolar protein-sorting-associated protein 36
Q86VP6,CAND1,CAND1_HUMAN,Cullin-associated NEDD8-dissociated protein 1
Q86VU5,COMTD1,CMTD1_HUMAN,Catechol O-methyltransferase domain-containing protein 1
Q86WA6,BPHL,BPHL_HUMAN,Valacyclovir hydrolase
Q86WR0,CCDC25,CCD25_HUMAN,Coiled-coil domain-containing protein 25
Q86WU2,LDHD,LDHD_HUMAN,"Probable D-lactate dehydrogenase, mitochondrial"
Q86X55,CARM1,CARM1_HUMAN,Histone-arginine methyltransferase CARM1
Q86X76,NIT1,NIT1_HUMAN,Deaminated glutathione amidase
Q86Y39,NDUFA11,NDUAB_HUMAN,NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 11
Q86Y56,DNAAF5,DAAF5_HUMAN,"Dynein assembly factor 5, axonemal"
Q86Y82,STX12,STX12_HUMAN,Syntaxin-12
Q86YB7,ECHDC2,ECHD2_HUMAN,"Enoyl-CoA hydratase domain-containing protein 2, mitochondrial"
Q8IUX7,AEBP1,AEBP1_HUMAN,Adipocyte enhancer-binding protein 1
Q8IUZ5,PHYKPL,AT2L2_HUMAN,5-phosphohydroxy-L-lysine phospho-lyase
Q8IVD9,NUDCD3,NUDC3_HUMAN,NudC domain-containing protein 3
Q8IVF2,AHNAK2,AHNK2_HUMAN,Protein AHNAK2
Q8IVN3,MUSTN1,MSTN1_HUMAN,Musculoskeletal embryonic nuclear protein 1
Q8IVP5,FUNDC1,FUND1_HUMAN,FUN14 domain-containing protein 1
Q8IW45,NAXD,NNRD_HUMAN,ATP-dependent (S)-NAD(P)H-hydrate dehydratase
Q8IWA5,SLC44A2,CTL2_HUMAN,Choline transporter-like protein 2
Q8IWB7,WDFY1,WDFY1_HUMAN,WD repeat and FYVE domain-containing protein 1
Q8IWE2,FAM114A1,NXP20_HUMAN,Protein NOXP20
Q8IWL3,HSCB,HSC20_HUMAN,Iron-sulfur cluster co-chaperone protein HscB
Q8IWW8,ADHFE1,HOT_HUMAN,"Hydroxyacid-oxoacid transhydrogenase, mitochondrial"
Q8IWX7,UNC45B,UN45B_HUMAN,Protein unc-45 homolog B
Q8IXJ6,SIRT2,SIR2_HUMAN,NAD-dependent protein deacetylase sirtuin-2
Q8IXM3,MRPL41,RM41_HUMAN,"39S ribosomal protein L41, mitochondrial"
Q8IYB5,SMAP1,SMAP1_HUMAN,Stromal membrane-associated protein 1
Q8IYB8,SUPV3L1,SUV3_HUMAN,"ATP-dependent RNA helicase SUPV3L1, mitochondrial"
Q8IYQ7,THNSL1,THNS1_HUMAN,Threonine synthase-like 1
Q8IYS1,PM20D2,P20D2_HUMAN,Peptidase M20 domain-containing protein 2
Q8IYU8,MICU2,MICU2_HUMAN,"Calcium uptake protein 2, mitochondrial"
Q8IZ83,ALDH16A1,A16A1_HUMAN,Aldehyde dehydrogenase family 16 member A1
